epoch,train_sup,train_phys,train_freq,train_cons,train_total,val_MSE,val_PCC,val_R2,lr
1,0.9033356085419655,147615.7446899414,0.0,0.10390460304915905,147616.6674194336,1.0534787749324757,-0.059006402876769753,-0.03462845748826382,0.0009938441702975688
2,0.929339587688446,59834.28283691406,0.0,0.1925978697836399,59835.25207519531,1.1512455981101382,-0.011061293813510176,-0.1306458997611908,0.0009755282581475768
3,0.9323168769478798,107616.58633422852,0.0,0.23307361640036106,107617.56979370117,1.886709549708576,-0.008464075576956394,-0.8529499004557353,0.0009455032620941839
4,0.9569916054606438,658072.7049560547,0.0,0.2934877648949623,658073.7194213867,1.2251263666905665,0.012642531442538034,-0.2032046901737603,0.0009045084971874737
5,0.9853732734918594,341316.7120666504,0.0,0.32955174520611763,341317.7589416504,1.6118574323168287,-0.008210759410832302,-0.583015822028162,0.0008535533905932737
6,0.9997764378786087,289372.73205566406,0.0,0.39005834236741066,289373.8226928711,1.6912230882416985,-0.019758108355642647,-0.660961356500231,0.0007938926261462366
7,1.0054735243320465,1456370.3107910156,0.0,0.42542407289147377,1456371.3671875,1.445366964440543,-0.0047146522096405425,-0.41950443474237464,0.0007269952498697733
8,1.006675437092781,332843.08435058594,0.0,0.452238105237484,332844.18408203125,1.728452319871112,0.0051627891899221155,-0.6975244305846446,0.0006545084971874737
9,1.0055912360548973,32331.795166015625,0.0,0.45157045125961304,32332.890747070312,1.5903225565602868,0.009346779656085553,-0.5618662784242858,0.0005782172325201155
10,0.9894021227955818,430626.37561035156,0.0,0.4226454049348831,430627.44091796875,1.7245402362600788,0.03375006439984682,-0.6936823474517331,0.0005
11,0.9786995351314545,31286.183227539062,0.0,0.39876070991158485,31287.24102783203,1.6985177362750217,0.016036056046261828,-0.6681254784761301,0.0004217827674798847
12,0.9741432219743729,5734082.185821533,0.0,0.3937979005277157,5734083.1326293945,1.522232268768279,-0.014382225047479366,-0.49499435740936804,0.00034549150281252633
13,0.9801078215241432,277114.3859863281,0.0,0.3979746848344803,277115.4473876953,1.501067693715859,-0.041134650503950806,-0.4742084885708777,0.00027300475013022663
14,0.9947434067726135,1274882.7122192383,0.0,0.43147167190909386,1274883.7927856445,1.5226026214317048,-0.031456971435551095,-0.49535808320432917,0.00020610737385376348
15,1.0075256451964378,41219261986.23157,0.0,0.45610300451517105,41219261987.17383,1.5700484403815254,-0.02488234511662071,-0.5419549351223629,0.00014644660940672625
16,1.0140110328793526,63087.76580810547,0.0,0.46657929569482803,63088.871643066406,1.6206459514644709,-0.022290837205972254,-0.5916470846845112,9.549150281252631e-05
17,1.0160816609859467,428900288.43048096,0.0,0.47346243634819984,428900289.2803345,1.6060224022536422,-0.024768912814295656,-0.5772852004937516,5.4496737905816096e-05
18,1.0165181532502174,2906281.934020996,0.0,0.46918974816799164,2906283.1497192383,1.5839981912160461,-0.02597913059011408,-0.5556550774808939,2.447174185242323e-05
19,1.013343833386898,178506.96139526367,0.0,0.4634348303079605,178508.06707763672,1.5832114440402107,-0.027577354870499022,-0.5548824078872232,6.15582970243117e-06
20,1.0147222727537155,75401.87780761719,0.0,0.45402782037854195,75402.98425292969,1.5896320609870678,-0.02637340694646506,-0.561188138164775,0.0
