epoch,train_sup,train_phys,train_freq,train_cons,train_total,val_MSE,val_PCC,val_R2,lr
1,0.890685573220253,0.0,4176766.28125,0.10392577666789293,1253030.84375,1.0573658234497954,0.04724024227999303,-0.038445953490415574,0.0009938441702975688
2,0.9089228734374046,0.0,52609930.34375,0.1711073275655508,15782980.78125,1.062538339068782,0.05361482251663705,-0.04352591521679128,0.0009755282581475768
3,0.920226477086544,0.0,6085107.55859375,0.2190051730722189,1825533.2109375,1.1272978597005672,0.0527362650160587,-0.1071266678216436,0.0009455032620941839
4,0.9286591932177544,0.0,45608189.65625,0.2595359906554222,13682458.65234375,1.234650137118519,0.06122932407846725,-0.21255804796492828,0.0009045084971874737
5,0.9359888434410095,0.0,71794734.359375,0.28559014573693275,21538421.609375,1.2584354799998922,0.05713177685555849,-0.23591779018447334,0.0008535533905932737
6,0.9342876747250557,0.0,25789562.671875,0.28038472309708595,7736870.09375,1.2306816666552238,0.08071907603817984,-0.20866058693227485,0.0007938926261462366
7,0.936468668282032,0.0,20455405.390625,0.32381799817085266,6136622.712890625,1.3154826188644035,0.07931914737181112,-0.2919441617564029,0.0007269952498697733
8,0.9518423229455948,0.0,14900267.796875,0.35818232223391533,4470081.76953125,1.2464160331951055,0.14640757670217794,-0.22411341215294067,0.0006545084971874737
9,0.9562283009290695,0.0,92539499.57421875,0.3828454278409481,27761851.588867188,1.4762590134365643,0.05040082616557178,-0.4498437199391305,0.0005782172325201155
10,0.9534928947687149,0.0,18044478.833984375,0.4012489393353462,5413344.84375,1.4278764628359633,0.0881136835725065,-0.4023268976847323,0.0005
11,0.9767562001943588,0.0,14604202.3359375,0.41418666765093803,4381262.0341796875,1.4712411774625056,0.059068967167707084,-0.44491567011287536,0.0004217827674798847
12,0.9808331578969955,0.0,89748641.03125,0.4201316609978676,26924594.109375,1.4295556734820103,0.050995208706158056,-0.4039760615424748,0.00034549150281252633
13,0.9834005609154701,0.0,79228893.046875,0.4106532521545887,23768669.376953125,1.4489639350033792,0.032509624945489576,-0.42303704327100533,0.00027300475013022663
14,0.9888581335544586,0.0,33762777.392578125,0.4188595414161682,10128833.992675781,1.4442160728197788,0.03378493714735648,-0.4183741364861011,0.00020610737385376348
15,0.9875578656792641,0.0,50659366.59765625,0.42937178164720535,15197811.373046875,1.4360723387914762,0.035219845946740214,-0.4103761215508335,0.00014644660940672625
16,0.9866985231637955,0.0,1454981.501953125,0.425878893584013,436495.53955078125,1.4511545707815268,0.0332875987446074,-0.4251884811262281,9.549150281252631e-05
17,0.985962525010109,0.0,1589244.044921875,0.429207906126976,476774.3125,1.4188118150454163,0.035518313390432446,-0.3934244472658246,5.4496737905816096e-05
18,0.9851882234215736,0.0,4639056.495605469,0.4229852482676506,1391718.0812988281,1.4241970794970382,0.03277663772200534,-0.39871335102480643,2.447174185242323e-05
19,0.9841389581561089,0.0,3315102.68359375,0.4206882044672966,994531.8681640625,1.4341694619912961,0.03292485012585791,-0.4085072936869909,6.15582970243117e-06
20,0.9853605329990387,0.0,19653257.90625,0.417134165763855,5895978.3271484375,1.4307650008517032,0.03170451322327093,-0.40516374993342885,0.0
